"Flux/Origine","type","Statut","superviseur","Date posté","Date reçu","Date Traité","pseudo","Uid","Titre","Corps Message","Image","Prio","Id.N","ID du contenu","Action"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 17:25:21","26.03.2026 18:25:51","26.03.2026 18:26:00","Marjorie","","","Aujourd’hui le choix de médecine générale est délaissé au profit d’autres spécialités techniques, plus lucrative.. le choix de chirurgien dentiste est prisé par les jeunes générations, soigner un patient muselé est tout de même plus confortable que de prêter l’ouïe à des multiples plaintes, multiples et variées venant d’un même patient et surtout ça n’a aucune cotation définie par la nomenclature. Idem pour un oncologue qui tend le protocole de chimiothérapie à l’infirmière de l’hôpital de jour où le chirurgien qui opère un patient endormi…sans le connaître parfois. Bref, le médecin généraliste est le dévoué à tous ces techniciens pour expliquer, rassurer et juguler les aléas des actes spécialisés, même ceux du dentiste , parfois.. un patient en chimiothérapie depuis 3 ans pour un bronchique métastasé et non vu depuis plus d’un an, a débarqué en toute catastrophe : «  le cancérologue m’a demandé de vous montrer ça et vous devez me donner un traitement m’a t’il dit » et m’a tendu un bilan biologique avec une un DFG à 25 et kaliémie à 6 ! J’ai supposé que le patient est adressé pour prescrip-tion du kayexalate mais devant cette IR terminale liée à la chimiothérapie, j’ai réorienté le patient à l’oncologue en attirant son attention sur les effets cumulés secondaires de la chimiothérapie ce qui va certainement l’emmener à revoir sa copie et reconsidérer le protocole de chimiothérapie en cours.. Je pense que dans peu de temps et avec la bénédiction du label France santé les médecins généralistes vont être remplacés par les infirmières qui devront assumer ces tâches aussi délicates. Qui vivra verra","","26","26979111967","478604","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 16:33:04","26.03.2026 17:33:16","26.03.2026 17:33:20","JEAN FRANCOIS R_9","","","Je partage. Tout le reste c'est cathartique, ça soulagera ceux que ça gratte mais ça ne changera rien. Il n'empêche que l'Ordre se doit de rendre des comptes sur la manière dont il utilise les moyens qu'on lui fournit et surtout de se souvenir en permanence que ce sont nous qui les lui fournissons. Un rapport annuel précis serait le bienvenu ce d'autant que les moyens de contrôle on été mis en place dès la fin du mandat Bouet et depuis n'ont cessé d'être renforcés. Qu'on rende public ces comptes ne gênerait pas.","","26","26978960337","478603","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 16:22:02","26.03.2026 17:22:13","26.03.2026 17:22:15","JEAN FRANCOIS R_9","","","Une réforme avait été déjà annoncée après le rapport de la cour des comptes de 2019. L'Ordre doit communiquer sur ce qui a été fait. Quid en outre du contrôle des dépenses du National et des gros départements (voilà le CDOM Paris placé sous tutelle pour la deuxième fois en 20 ans ...) ? Quelles réponses détaillées sont apportées après le rapport de l'IGF ? Et qu'en est il du rétropédalage sur les cotisations 2026 ?","","26","26978929722","478602","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 16:09:47","26.03.2026 17:10:04","26.03.2026 17:10:05","JEAN FRANCOIS R_9","","","On ne peut que partager des pensées attristées devant ce drame terrible. Je reste néanmoins circonspect devant tout ce qui intéresse ""20 minutes"" et sa manière de le rapporter.","","26","26978895207","478601","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 14:23:48","26.03.2026 15:23:53","26.03.2026 15:23:55","ANNE Y","","","Dans ces cas là, c'est passage par la case consultation sans discussion!","","26","26978584178","478600","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 14:22:28","26.03.2026 15:22:39","26.03.2026 15:22:40","ANNE Y","","","Ancien neurologue et il ne sait pas prescrire de la kiné?","","26","26978580484","478599","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 12:19:09","26.03.2026 13:19:30","26.03.2026 13:19:34","Candide","","","""Et qu'est-ce que vous voulez que cela me fasse que la France s'islamise"" De notre dernier grand homme d'Etat humaniste ! Désinformation / Délire / Déni congénital hypomaniaque / ""banale"" servitude volontaire / ignorance / provocation / goujaterie en bande organisée ?","","26","26978216697","478598","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 12:13:58","26.03.2026 13:14:27","26.03.2026 13:14:31","jacques T_4","","","Il faudrait peut-être que l'inspection du travail organise des contrôles dans les magasins de ""la grande distribution"". Dans mon secteur les chefs de rayons doivent commencer le travail à 5 h du matin, mais ne doivent passer à la pointeuse qu'à 7 h du matin ! De même, c'est le rôle de l'inspection du travail de se déplacer et d'aller enquêter, quand il y a bcp d'arrêt de travail pour dépression ou burn out dans un magasin de la grande distribution.","","26","26978201701","478597","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 11:29:37","26.03.2026 12:30:00","26.03.2026 12:30:03","I.A","","","Il s'agissait d'un patient qui faisait semblant à 100% d'être devenu aveugle en accident du travail. Réponse de l'opht ""oh, il était si gentil que je me suis rendu compte de rien"". Le MC me dit qu'il ne peut convoquer car trop tôt (en arrêt) Je dois me débrouiller pour envoyer en CHU pour examens coûteux, le premier prouve à 100%, le second est refusé par le patient. C'est pas beau le système médical français?","","26","26978062980","478596","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 10:44:24","26.03.2026 11:44:26","26.03.2026 11:44:27","Epiaf","","","De la décence dans vos commentaires SVP. Et pour précision c'est 80 Kms en voiture !!","","26","26977935529","478595","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 10:19:12","26.03.2026 11:19:40","26.03.2026 11:19:44","Candide","","","CMU internationale (dénomination pertinente plagiée sur le site). 80 % de bacheliers, dont un certain nombre sachant à peine lire et écrire, qui perdent leur temps et accessoirement font perdre du temps à d'autres, au détriment de tous les individus et de la collectivité, y compris eux-mêmes, y compris par la délinquance (harcèlement, notamment des bons élèves, passages à tabac, trafic de drogue ...) : le contrat perdant-perdant, semé de rancoeurs, frustrations, humiliations retardées, rançons de la démagogie : l'inverse de ce qui était allégué par les promoteurs-apprentis-sorciers (toujours réélus) du ""tout le monde il est beau, tout le monde il est gentil"" ? Au lieu de sélectionner les élèves selon leurs aptitudes dans des filières où ils seraient plus à même de s'accomplir, plus heureux, plus libres, dans une société plus fraternelle où chacun trouverait, au mieux, sa place … comme avant, sous réserve de toujours chercher à améliorer, précisément sans amener le chaos ?","","26","26977865054","478594","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 09:58:00","26.03.2026 10:58:08","26.03.2026 10:58:10","Dr MARCO","","","Si vous le prévenez qu'après 2 semaines d'arrêt pour une pathologie qui ne justifie pas d'emblée un arrêt ""chronique"", il comprendra. Le patient honnête n'a rien à se reprocher.","","26","26977808593","478593","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 09:13:57","26.03.2026 10:14:14","26.03.2026 10:14:17","I.A","","","Une fois, un patient m'as dit "" à la Sécu, ils m'ont dit que c'est vous qui m'avez dénoncé"", paroles vraisemblablement dites, haute responsabilité du MC.","","26","26977687055","478592","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 09:13:01","26.03.2026 10:13:33","26.03.2026 10:13:34","lionel v","","","Déjà, régler le problème des arrêts court qui représente 60% des 11.4 milliards avec autodéclaration pour les arrêts de 3 jours ou moins avec 3 jours de carence pour tous les salariés et on économisera près de 6 milliards.","","26","26977685221","478591","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 08:57:41","26.03.2026 09:58:05","26.03.2026 09:58:07","EMMANUEL _1","","","Bonjour Tout dépend de l’âge de l’enfant, de la qualité de la scolarisation ( retard de langage !) de l’implication des parents, des velléités de baignades …. Mais schématiquement les ATT marchent dans 100% des cas et immédiatement Alors que les traitements médicamenteux marchent dans … disons 20% des cas de façon lente et progressive quand ils marchent","","26","26977642934","478590","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 08:52:02","26.03.2026 09:52:29","26.03.2026 09:52:34","Dominique S_12","","","Je me souviens en cabinet de 2 dossiers Les 2 patients étaient en arrêts prolongés. L'un était déprimé pour des raisons diverses, l'autre était en accident de travail pour un problème de genou avec évolution difficile. Ces 2 patients m'avaient convaincu qu'ils n'étaient pas en état de reprendre. Bonne poire, je les prolongés pendant plus d'un an. Un jour, dans les 2 cas, le médecin conseil a dit STOP. Les 2 ont été convoqués. Décision de la sécu d'arrêter les indemnités journalières. Quelle est la chute de l'histoire? Et bien non seulement ils ont repris le travail sans contester, mais j'ai eu l'impression après qu'ils étaient très contents d'avoir abusé du système à leur avantage.","","26","26977626603","478589","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 08:21:31","26.03.2026 09:21:43","26.03.2026 09:21:50","Guy V_12","","","Le médecin individualiste ? pourquoi s'en étonner : la sélection à l'entrée en médecine se fait par concours (même si la dernière réforme tempère un peu le rigueur du numerus qui est un peu lifté), l'ECN est un deuxième concours. Or dans un concours il faut être le meilleur c'est à dire battre l'autre , c'est ainsi qu'on forme ou trie les esprits sur l'individualisation , l'individualisme, et ensuite on voudrait que les sélectionnés ne soient plus individualistes..... curieux que cela étonne !!!!!","","26","26977539351","478588","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 07:53:24","26.03.2026 08:53:40","26.03.2026 08:53:42","Pierre d_5","","","30 ans de pratique de l'ORL m'ont appris qu'il peut y avoir urgence scolaire à poser des aérateurs; d'autre part, les enfants avec une otite séreuse ont souvent irritables (et leurs parents par conséquence) ; Récupérer l'audition normale permet une plus grande sérénité au domiciloe. Tous les parents vous le disent !","","26","26977457938","478587","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","26.03.2026 07:31:46","26.03.2026 08:32:06","26.03.2026 08:32:18","V R","","","Pour ma part je trouve très intéressante l'idée de responsabiliser les entreprises et je rejoins complètement l'idée que l'allongement de la vie professionnelle va continuer de faire exploser les arrêts de travail longue durée qui n'ont rien de frauduleux. Les solutions sont aussi dans l'accompagnement des seniors en entreprises et des incitations forte de ces dernières pour le maintien au poste de leurs salariés en fin de carrière ainsi qu'une politique active de réemploi des seniors de la part des pouvoirs publics!","","26","26977401474","478586","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","25.03.2026 22:48:41","25.03.2026 23:49:09","25.03.2026 23:49:11","Dr MARCO","","","Paroles, paroles… toujours des paroles. Mais pourquoi diable vouloir à tous prix faire des discours compliqués, proposer des solutions complexes qui ne sont jamais concrètes ? Envisager des plans alambiqués, toujours difficilement réalisables ! Sur le papier, ça bande à peine. Mais alors sur le terrain, ma main a couper, ce sera un fiasco de plus. Il n’y a pas besoin de quatre pistes. Même pas d’une. Mais d’une action, d’une seule, qui de surcroît ne coûtera rien à personne ; je vous la donne : Mettez un téléphone rouge entre le médecin généraliste, le médecin du travail et le médecin-conseil. Réfléchissez un peu… Et que ça carillonne ! Si les trois partenaires jouent le jeu, ces trois là pourront se dire qu’ils auront résolu le problème des IJ a n’en plus finir ! Leur nombre chutera rapidement et de façon vertigineuse.","","26","26976491665","478585","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:08:11","24.03.2026 21:08:39","24.03.2026 21:08:41","Sniffeur","","","Oui Il est temps A songer à devenir ministre","","26","26972662374","478548","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:07:30","24.03.2026 21:07:58","24.03.2026 21:07:59","Sniffeur","","","Exact On se four de notre gueu..","","26","26972660445","478547","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:06:25","24.03.2026 21:06:44","24.03.2026 21:06:45","Sniffeur","","","En étant allocataire lol","","26","26972657169","478546","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:05:58","24.03.2026 21:06:03","24.03.2026 21:06:04","Sniffeur","","","Mal Comparez les revenus 2000 et 2023!!! -20% Et c’est pas fini en socialie","","26","26972655506","478545","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","24.03.2026 20:04:24","24.03.2026 21:04:49","24.03.2026 21:04:50","Sniffeur","","","Bonne vision globale de la déliquescence","","26","26972652297","478544","Editer"
